"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 04 07:50:00 GMT 2024","Sun Aug 04 07:50:02 GMT 2024","2417","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Sun Aug 04 07:50:00 GMT 2024","Sun Aug 04 07:50:01 GMT 2024","1607","CrossBrowser","ChromiumTest","com.lumatest.test.SearchBoxTest","com.lumatest.test.SearchBoxTest","presenceOfSearchBox","TC-SEARCH-001 Ensure that the search bar is present on the homepage","To verify that the search box is  displays."
"passed","Sun Aug 04 07:49:57 GMT 2024","Sun Aug 04 07:49:58 GMT 2024","1172","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"unknown","Sun Aug 04 07:49:44 GMT 2024","Sun Aug 04 07:49:44 GMT 2024","1","CrossBrowser","ChromeTest","FrameworkTest","FrameworkTest","testNegative","testNegative",""
"passed","Sun Aug 04 07:50:29 GMT 2024","Sun Aug 04 07:50:31 GMT 2024","1540","CrossBrowser","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Sun Aug 04 07:50:41 GMT 2024","Sun Aug 04 07:50:42 GMT 2024","1317","CrossBrowser","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Sun Aug 04 07:49:44 GMT 2024","Sun Aug 04 07:49:44 GMT 2024","14","CrossBrowser","ChromeTest","FrameworkTest","FrameworkTest","testTest","testTest",""
"passed","Sun Aug 04 07:49:38 GMT 2024","Sun Aug 04 07:49:38 GMT 2024","9","Surefire suite","Surefire test","FrameworkTest","FrameworkTest","testTest","testTest",""
"passed","Sun Aug 04 07:49:55 GMT 2024","Sun Aug 04 07:49:57 GMT 2024","1319","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Sun Aug 04 07:50:06 GMT 2024","Sun Aug 04 07:50:07 GMT 2024","1345","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Sun Aug 04 07:50:02 GMT 2024","Sun Aug 04 07:50:04 GMT 2024","1335","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Sun Aug 04 07:50:19 GMT 2024","Sun Aug 04 07:50:22 GMT 2024","2933","CrossBrowser","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and the title of the application are correct and as expected."
"passed","Sun Aug 04 07:50:00 GMT 2024","Sun Aug 04 07:50:04 GMT 2024","3898","CrossBrowser","ChromiumTest","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"unknown","Sun Aug 04 07:49:59 GMT 2024","Sun Aug 04 07:49:59 GMT 2024","0","CrossBrowser","ChromiumTest","FrameworkTest","FrameworkTest","testNegative","testNegative",""
"passed","Sun Aug 04 07:50:37 GMT 2024","Sun Aug 04 07:50:39 GMT 2024","1504","CrossBrowser","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Sun Aug 04 07:50:04 GMT 2024","Sun Aug 04 07:50:05 GMT 2024","1366","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Sun Aug 04 07:50:09 GMT 2024","Sun Aug 04 07:50:10 GMT 2024","1173","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
