"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 05 21:54:12 GMT 2024","Mon Aug 05 21:54:14 GMT 2024","1842","CrossBrowser","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"unknown","Mon Aug 05 21:53:17 GMT 2024","Mon Aug 05 21:53:17 GMT 2024","0","CrossBrowser","ChromiumTest","FrameworkTest","FrameworkTest","testNegative","testNegative",""
"passed","Mon Aug 05 21:53:05 GMT 2024","Mon Aug 05 21:53:12 GMT 2024","7298","CrossBrowser","ChromeTest","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Mon Aug 05 21:53:12 GMT 2024","Mon Aug 05 21:53:13 GMT 2024","1188","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Mon Aug 05 21:53:49 GMT 2024","Mon Aug 05 21:53:51 GMT 2024","2079","CrossBrowser","FirefoxTest","com.lumatest.test.SearchBoxTest","com.lumatest.test.SearchBoxTest","presenceOfSearchBox","TC-SEARCH-001 Ensure that the search bar is present on the homepage","To verify that the search box is  displays."
"passed","Mon Aug 05 21:54:00 GMT 2024","Mon Aug 05 21:54:02 GMT 2024","2035","CrossBrowser","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Mon Aug 05 21:53:18 GMT 2024","Mon Aug 05 21:53:20 GMT 2024","2495","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Mon Aug 05 21:53:18 GMT 2024","Mon Aug 05 21:53:20 GMT 2024","1828","CrossBrowser","ChromiumTest","com.lumatest.test.SearchBoxTest","com.lumatest.test.SearchBoxTest","presenceOfSearchBox","TC-SEARCH-001 Ensure that the search bar is present on the homepage","To verify that the search box is  displays."
"passed","Mon Aug 05 21:53:17 GMT 2024","Mon Aug 05 21:53:17 GMT 2024","0","CrossBrowser","ChromiumTest","FrameworkTest","FrameworkTest","testTest","testTest",""
"passed","Mon Aug 05 21:53:15 GMT 2024","Mon Aug 05 21:53:16 GMT 2024","1130","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Mon Aug 05 21:53:25 GMT 2024","Mon Aug 05 21:53:26 GMT 2024","1080","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Mon Aug 05 21:53:18 GMT 2024","Mon Aug 05 21:53:22 GMT 2024","3838","CrossBrowser","ChromiumTest","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Mon Aug 05 21:52:43 GMT 2024","Mon Aug 05 21:52:43 GMT 2024","8","Surefire suite","Surefire test","FrameworkTest","FrameworkTest","testTest","testTest",""
"passed","Mon Aug 05 21:53:05 GMT 2024","Mon Aug 05 21:53:10 GMT 2024","5510","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Mon Aug 05 21:52:49 GMT 2024","Mon Aug 05 21:52:49 GMT 2024","6","CrossBrowser","ChromeTest","FrameworkTest","FrameworkTest","testTest","testTest",""
